IMAGE #,SPEAKER 1,SPEAKER 2,SPEAKER 1,SPEAKER 2,SPEAKER 1
1701,"Umusungu umwaume ne cisote cafita alekakililila kabalwe mu mishipi uwakashika. Pa mbali yakwe, pali umusungu umwanakashi ne ilaya iyakashika na majombo ayafita nakontama aletolapo fimo.",Nga nikwi alefwaya ukuya nakabalwe wakwe uyu umusungu? pantu alemoneka nalimo aleiteyanya ukutendeka ubulendo,"cipallile kwati nakalimo aleteyanya ifya kwisa mubomfya inshita imbi. umu mwilinga ali kabalwe, emo basungila ba kabalwe babo","Ninshi umu mucibaya, emo basungila bakabalwe ebo babomfya ukwendelako nangula kumangalo yalubilo lwaba kabalwe aini?","Uku ku mpanga baikala kutali na akalale, bakabalwe bababomfya ukuninapo nokusendelapo ifyalekanalekana"
1702,"umwanakashi umusungu, Ali no mwanakashi wafita inkanda, nabekala pambali ya nshila. bonse babili na bafwala utusote elyo baletamba ubulimi bwa mupunga.","Aba banakashi babili, bekele pa cilibwe ilyo baletamba ubulimi bwamupunga. Umusungu Ekalile ku kuso elyo umufishi ena ekele ku kulyo.",baleisha nakalyashi elo no mwela ulepupa. inshila nayo tamuli no muntu alepitamo nelyo umo. E ico uku kuntu bali kutalele tondolo nga amenshi makasa.,"Pacilibwe palya bekele abanakashi, ku kuso kwa musungu kuli icola epo abikile nokuboko kwakwe ukwa ku kuso. ",Eya  elyo kabili umufishi naponya akasalu kunuma nelyo takamwene pantu nakafutatila. Amano yonse aposelefye ku kwiisha no munankwe umusungu.
1703,Namayo umusungu nafwala itoloshi ali mwi tuka alefwaya ukushita amakwebo. Elyo kabili umusungu umbi uwepala ali na wiba wakwe baleyenda mwi tuka limoline.,Mumulu yamwituka namwaka namalaiti ayaleleta ulubuto mukati yetuka,"Mumulu mwine muli ne icipampa apali umwina egupiti epo balembele amashiwi ayalepilibula ukweba ati, ici cipande cintu bashitishishamo imbeu mwituka ili",Mwituka muli nabana abanono babili abasungu elyo na namayo umusungu uupapile akachola. Cipalile kwati uyu namayo enyina wabana aba,Emukwai bonse muli ili ituka bali abaipakisha icine cine
1704,Uwanchito umusungu aleyenda mwibala. Mwibala line mucli ichani icha lambulukila kabili ne ichani cha katapa katapa.,"Umusungu uyu wine nafwala na ifyakufwala ifyakubombelamo; itoloshi lya makumbi makumbi, elyo kumulu afwele ica maboko ayatali ica mutuntula.  ","bushe kwena ifi ifyakufwala afwele, fyabu  shibulimi? Nangula fya ba solwe solwe abalungisha ifi solobelo fya milimo ya mwibala?",Cilemoneka kwati fyakufwala ba solwe solwe ifyakuicingilako kumilimo yamwibala,Nombafye fintu aleyenda alekumpauka kwati nakalimo pali fintu alebutukila. ndemona emulandu wine ibala lilemoneka ilikankala kabili lintu batangata busaka busaka. ababomfi bafwile baliposako amano ngashi
1705,"akamwaiche ka mwenye akanakashi kalekumbaula fimo mu mpoto nensansa. Nakafimbana insalu iyafita elyo ali mu muputule bepikilamo. Pali imbale, imbakuli na mapoto pa mbali yakwe.","Eya, mwalanda bwino saana. Cilemoneka kwati aka akamwaiche nakanina pakapuna ilyo kalekumbaula umuto mumpoto.",abana nga balesambilila imilimo ya panganda umusango uyo ici  calo ukabelamo ukawama nganshi ,Cacine. Pantu umwana uwaishiba inchito shapanganda. Teti ashupe ukusungwa ukuli konse engaya.,"aka kena nakamba bwino sana. kalekula bwino. eco ifyakulya fya ba mwenye isonde lyonse fyawamina, balamba ukusambilila ukwipika ilyo bacili fye utucece"
1706,Bakemba babili abasungu bali pa cambaso balelisha ifilimba. umo afwele ilaya ilyabuta notumishilwa twakashika mumaboko yaliko. alelisha  banjo nokwimba. umbi nao afwele ilaya ilyafita alelisha ingoma.,"Bushe cinshi cilengele ukuti aba abalumendo babili abasungu bakemba baleimbila, kuli iyi incende?",Cipalile kwati nakalimo kuli icila CA bantu abengi. kunuma ya bakemba kuli icipampa epo balembele fimo. bushe namucimona mwa?,Eya  naine nincimona ici icimpampa. Cilemoneka kwati ukwimba kwabo kwaku pangilako tundalama twakwa fwilishako abantu balya abakabila nangula abantu abapina.,nakuba efyo. baleimbila ukukolonanika kandalama ka bwafwilisho. apa pantu baleimbila napo akasuba nakabalikisha eco bafwalile na makalashi kumenso
1707,Umusungu umwaume umukote uufwele ishati ilya maboko ayepi na kaputula aleangala na imbwa yakwe ku nchende ukuli ichani icho bakwempa icha katapa katapa umuli na ifimuti.,"uyu shitata umusungu bushe kwangala fye aleangala nangu alefunda imbwa umwa kumfwila amakambisho yakwe? abasungu balitemwa ukufundisha imbwa. bafwaya nga ati ""toloka!"" imbwa nayo yatoloka. nga ati ""ikala"" imbwa nayo yaikala","Icho cipusho icisuma saana. Uyu musungu alefwaya imbwa itoloke ikate ikamuti emishe mumulu. Aleisambilisha ukula umfwa amakambisho yakwe, pakweba ati ubushiku bumbi ilyo akapunda ati, ""toloka."" Ilya imbwa ikatoloka ukwabula naukuilangisha akamuti",uku kwine kuncende bali kulemoneka kwati ni mwilungu elo lubali mu mpangafye. pantu mumbi tamuli imiti koma patali patali kuli imiti,Uku kuntu kwati niku nchende eko abasungu bangalila na ukutushisha. Pamo pene na ukuchingilila ifyani na ifimuti kukupwa.
1708,utwana twa mpanga tutatu tuli kumulemfwe ukushili icani icitali icakweba ati tulelyako. Kamo kacipapa icafita elo tubili twafipapa ifyabuta.,Ninshi tuli mupepi nakachema? Pantu ndemona icifulukutu akatalamukila kunuma yatuko,"ee, kacema afwile ukuba mupepifye nangula ilinga talilemoneka akafulukutu kalelanga ukubapo kwa bantu","tulemoneka apa tuli twa tampa ukubutaka, cili nalimo twatampa ukwangala uku kuncende tubelele, limbi twala amba noku cena..mwamonapo shani?",cacine tulemoneka utwabelesha ukusangwa kuli ici cifulo 
1709,Akamwaiche aka musungu kaleyangasha amabwe nakekala panshi. kafwele ilaya ilya kashikilila,"Uku kuntu kekele akamwaiche nimupepi nakumumana kulya abasungu baya mukutusha, uku ontela akasuba na ukwangala. ",palemoneka apa sansama kwati ni palupili kali elyo icishiba musoselepo cili kunuma yakako apatali. mumulu muli namakumbi ayanono,Eya. Amakumbi yalemoneka ayanono pantu nimbona kwati nakabala. ,fintu aleyangasha utumabwe uyu umwaice kwati nakalimo aleteya iciyenga.
1710,namayo umusungu naikala pampongolo yakwingililapo. ekele uwa kutumana nalela nakafulutu pa matanta yakwe. nafwala akasote kumutwe alyo ne nkwabilo shakashika ku molu.,"Palya ekele nakutumana, cipalile kwati Afumine ukutali nomba abakwisa musenda nabakokola. Nangula kutali kuntu aleya nomba icimbayambaya cakumusenda cakokola ukwisa. ",limbi asakamene fintu alaingila munganda. pantu apa ekele cipalile kwati epa nganda pantu ekala lelo asangile icibi nacikomwa,"Nimwe mwasosa icishinka. Pantu cipalile kwati afumine ukutali elyo nakafulukutu kakwe kantu kafina. Elyo cilya afika asanga ukweba ati ing'anda naikomwa tapali na abantu, ekwikalafye pa mwinshi wang'anda nakutumana. ",kalanda ku usendele imfungulo. pantu kalamutalala ilyo alabwela
